year,text
1987,Jeff Pierce winning the final stage on the Champs-Élysées is thought to have impressed the presence of United States cycling in the European circuit.Cycling News's Pat Malach wrote that Pierce's win was his defining win for the remainder of his career.
1987, Media related to 1987 Tour de France at Wikimedia Commons
1988,
1988,"The 1988 Tour de France was the 75th edition of the Tour de France, taking place from 4 to 24 July. It consisted of 22 stages over 3,286 km (2,042 mi). The race was won by Pedro Delgado with the top three positions at the end of the race being occupied by specialist climbers. The points classification was won by Eddy Planckaert, while Steven Rooks won the mountains classification and the combination classification. The young rider classification was won by Erik Breukink, and Frans Maassen won the intermediate sprints classification. Both team classifications were won by the PDM team. During the race, Delgado failed a doping test, but because the product was not yet on the doping list from the Union Cycliste International, he was not penalized."
1988,"The UCI had also introduced a rule that limited the number of cyclists in a race to 200. In 1987, the Tour had started with 207 cyclists, so because of this rule, the number of teams in the 1988 Tour was reduced from 23 to 22, of 9 riders, a total of 198. 22 teams were announced two weeks before the Tour. The Tour organisation named three reserve teams, in case one of the 22 teams was unable to start: Postobón–Ryalco, Roland–Colnago and TVM–Van Schilt."
1988,The teams entering the race were:
1988,"The winner of the 1987 Tour de France, Stephen Roche, was unable to defend his title as he was coming back from knee surgeries. The winner from 1986, Greg LeMond, had still not fully recovered from the hunting accident that caused him to miss the 1987 Tour, and did not start this Tour. Remaining favourites were Pedro Delgado, who had finished in second place in 1987, and Andrew Hampsten, the winner of the 1988 Giro d'Italia, several weeks before the Tour."
1988,"The Union Cycliste Internationale (UCI) introduced the rule that a cycling race could not span three weekends. The Tour de France could therefore only start on Monday 4 July, and the prologue was removed. The Tour organisers were not happy with this, and they extended the Tour by adding a 'prelude' or 'preface' to the race, circumventing the rule by making it unofficial. Each team would ride for 3.8 kilometres (2.4 mi), and one cyclist per team would then finish one kilometer on his own. The recorded times were not used for the rest of the Tour, but the cyclist with the fastest time would wear the yellow jersey in the next stage."
1988,"The total length of this Tour was 3,286 kilometres (2,042 mi), which was the shortest since 1906. Since 1910, Belgian cyclists had won at least one stage in every Tour, but in 1988 they did not win any stages. There was one rest day, during which the cyclists were transferred from Villard-de-Lans to Blagnac."
1988,"The prelude was won by Guido Bontempi, and the first official stage was won by Steve Bauer. Bauer lost the lead in the next stage, a Team Time Trial, to Teun van Vliet. The favourites for the overall victory did not lose time in the first stages. The individual time trial of stage six did not change that, although some outsiders (Sean Kelly and Laurent Fignon) lost two minutes."
1988,"In the eleventh stage, in hilly conditions, the first serious attacks were seen. Most contenders were able to stay in the main group, but Laurent Fignon and Jean-François Bernard lost a lot of time and were no longer seen as contenders. The twelfth stage included higher climbs. Delgado escaped on the climb of the Glandon, and he was joined by Steven Rooks. On the descent, they were joined by Gert-Jan Theunisse and Fabio Parra; the other cyclists were unable to get to them. Close to the finish, Rooks escaped and won the stage, and Delgado became the new leader of the general classification. Delgado won the next stage, an uphill individual time trial, and solidified his lead."
1988,"In the fourteenth stage, the favourites stayed together, and other cyclists were allowed to go for the stage victory. Philippe Bouvatier and Robert Millar, who had led over the previous two cols, were in the uphill sprint to win, until Bouvatier allowed himself to be misdirected by a gendarme 200 metres before the finish (at the point where the team cars were separated from the cyclists) followed by Millar, and the victory went to Massimo Ghirotto. Ghirotto offered his prize (a new car) to Bouvatier though Millar maintained he would have overhauled Bouvatier to win and told CyclingNews in 2010 that ""I don't know if the gendarme was to blame, I don't think he was, I know I would have come round Bouvatier in the sprint but then I ought to have dropped him before we got to that stage""."
1988,"In the fifteenth stage, Delgado increased his lead. He let Laudelino Cubino get away and claim the victory, because Cubino was no threat for the general classification, and finished in third place, gaining time on all his direct competitors. Delgado further increased his lead in the nineteenth stage, by leaving the other cyclists behind him on the final climb of the day. Delgado was aiming to win the twenty-first stage, an individual time trial, and was leading at all the intermediate check points, but lost time in the final part of the stage, finishing in fourth place. This was more than enough to secure the overall victory."
1988,"During the race, it was announced that doping tests of Pedro Delgado and Gert-Jan Theunisse indicated they had used doping products."
1988,"In Delgado's case, it was probenecid. Promenicid was a doping product according to the International Olympic Committee not yet on the doping list of the Union Cycliste Internationale (UCI), so Delgado was not sanctioned, and he remained the winner of the Tour. Tour director Louy tried to convince Delgado to leave the race voluntarily, but Delgado refused. Delgado admits that he took probenecid, but with the intention to assist the kidneys, not to mask anabolic steroids."
1988,"Theunisse was found to have a high testosterone-level, which was on the UCI doping list. Theunisse received a penalty of ten minutes, which dropped him from fifth place to eleventh place in the general classification."
1988,"One other cyclist was penalized during this Tour: Spanish cyclist Roque de la Cruz failed a doping test after the sixth stage, and was given the same penalty as Theunisse."
1988,"In 2013, a notebook from the team doctor of the PDM team showed that all but one of the PDM cyclist were given doping in the 1988 Tour de France."
1988,"The owners of the Tour de France thought that director Louy had handled the Delgado affair in the wrong way, and they fired him later that year. They appointed Jean-Marie Leblanc as his replacement."
1988,"There were several classifications in the 1988 Tour de France, six of them awarding jerseys to their leaders. The most important was the general classification, calculated by adding each cyclist's finishing times on each stage. The cyclist with the least accumulated time was the race leader, identified by the yellow jersey; the winner of this classification is considered the winner of the Tour."
1988,"Additionally, there was a points classification, where cyclists were given points for finishing among the best in a stage finish, or in intermediate sprints. The cyclist with the most points lead the classification, and was identified with a green jersey."
1988,"There was also a mountains classification. The organisation had categorized some climbs as either hors catégorie, first, second, third, or fourth-category; points for this classification were won by the first cyclists that reached the top of these climbs first, with more points available for the higher-categorized climbs. The cyclist with the most points lead the classification, and was identified with a polkadot jersey."
1988,"There was also a combination classification. This classification was calculated as a combination of the other classifications, its leader wore the combination jersey."
1988,"Another classification was the intermediate sprints classification. This classification had similar rules as the points classification, but only points were awarded on intermediate sprints. Its leader wore a red jersey."
1988,"The sixth individual classification was the young rider classification. This was decided the same way as the general classification, but only riders under 25 years were eligible, and the leader wore a white jersey."
1988,"For the team classification, the times of the best three cyclists per team on each stage were added; the leading team was the team with the lowest total time. The riders in the team that lead this classification wore yellow caps. For the last time, there was also a team points classification. After each stage, the stage rankings of the best three cyclists per team were added, and the team with the least total lead this classification, and were identified by green caps."
1988,"For the combativity award classification, a jury gave points after each stage to the cyclists they considered most combative. The cyclist with the most votes in all stages lead the classification."
1988, Media related to 1988 Tour de France at Wikimedia Commons
1989,
1989,"The 1989 Tour de France was the 76th edition of the Tour de France, a race of 21 stages and a prologue, over 3,285 km (2,041 mi). It started on 1 July 1989 in Luxembourg before taking an anti-clockwise route through France to finish in Paris on 23 July. The race was won by Greg LeMond (AD Renting–W-Cup–Bottecchia). It was the second overall victory for the American, who had spent the previous two seasons recovering from a near-fatal hunting accident. In second place was former two-time Tour winner Laurent Fignon (Super U–Raleigh–Fiat), ahead of Pedro Delgado (Reynolds), the defending champion."
1989,"Delgado started the race as favourite, but lost almost three minutes on his principal rivals when he missed his start time in the opening prologue time trial. The race turned out to be a two-man battle between LeMond and Fignon, with the pair trading off the race leader's yellow jersey several times. In the time trial stages, Fignon only managed to match LeMond in the prologue. In the other three individual time trials he lost time to LeMond, who took advantage of aerodynamic elbow-rest handlebars formerly used in triathlon events. Delgado launched several attacks in the mountain stages to eventually finish third, while LeMond rode defensively to preserve his chances. Fignon rode well in the mountains, including a strong performance at L'Alpe d'Huez which gave him the race lead on stage 17. "
1989,"In the closest Tour in history, LeMond was trailing Fignon by fifty seconds at the start of the final stage, a time trial into Paris. LeMond was not expected to be able to make up this deficit, but he completed the 24.5 km (15.2 mi) stage at an average speed of 54.545 km/h (33.893 mph), the fastest time trial ever ridden in the Tour de France up to that point, and won the stage. Fignon's time was fifty-eight seconds slower than LeMond's, costing him the victory and giving LeMond his second Tour title by a margin of only eight seconds. From stage 5 onwards, LeMond and Fignon were the only two men to lead the race. The two men were never separated by more than 53 seconds throughout the event. Due to its competitive nature, the 1989 Tour is often ranked among the best in the race's history."
1989,"The PDM–Concorde team was the winner of the team classification and had four cyclists in the top ten of the general classification. They also won four of the five secondary individual classifications: Sean Kelly won both the points and intermediate sprints classifications, Gert-Jan Theunisse won the mountains classification and Steven Rooks won the combination classification. The young rider classification was won by French Fabrice Philipot from the Toshiba team."
1989,"The 1989 Tour had a starting field of twenty-two teams of nine cyclists. Prior to 1989, the Société du Tour de France, organisers of the Tour, chose freely which teams they invited to the event. For 1989, the sport's governing body, the Fédération Internationale de Cyclisme Professionnel (FICP),[a] demanded that the highest-ranked teams in the FICP Road World Rankings would receive an automatic invitation. The Tour organisers relented, but in turn were allowed to run the race over 23 days instead of the original 21-day period given by the FICP.[b] Eighteen teams received their invitations through the FICP rankings, while the organisers allocated four teams with wild cards. The Ariostea team would have been eligible to start through their ranking, but decided against competing. This allowed Greg LeMond's AD Renting–W-Cup–Bottecchia team to enter the race. The wild cards were given out to the teams of Kelme, Café de Colombia, Fagor–MBK, and 7-Eleven. Not invited was the Teka team, which failed to accumulate enough points in the World Rankings after Reimund Dietzen had to leave the 1989 Vuelta a España following a career-ending crash. 39 of the 198 cyclists starting the race were riding the Tour de France for the first time. The youngest rider was Jean-Claude Colotti (RMO), who turned 22 years old on the day of the prologue; the oldest, at 36 years and 139 days, was Helmut Wechselberger (Paternina)."
1989,The teams entering the race were:
1989,Qualified teams
1989,Invited teams
1989,"Before the 1989 Tour began, Pedro Delgado (Reynolds), the defending champion, was considered a strong favourite to win the race. He had taken the title the previous year in convincing fashion, with a lead of over seven minutes. Prior to the Tour, Delgado had also won the 1989 Vuelta a España, and was therefore considered to be in good form. However, controversy around a failed doping test during the 1988 Tour put a cloud of suspicion over the reigning champion.[c] Future five-time winner Miguel Induráin was riding in support of Delgado."
1989,"Next to Delgado, good chances of overall victory were also given to Laurent Fignon (Super U–Raleigh–Fiat). The Frenchman had won the Tour in 1983 and 1984, but his form in subsequent years had been inconsistent. According to German news magazine Der Spiegel, the cycling world had ""written [Fignon] off"" during four years of little results after 1984. In 1989 however, a victory at Milan–San Remo and more importantly, the three-week Grand Tour in Italy, the Giro d'Italia, had propelled Fignon back into the spotlight. A strong Super U team surrounding him was also considered to be in his favour.Bjarne Riis, aged 25, rode his first Tour de France, supporting his teammate Fignon. Riis would go on to win the 1996 Tour de France, the year after the last of Induráin's wins."
1989,"Stephen Roche (Fagor–MBK) had won the Tour in 1987 ahead of Delgado, but missed the race in 1988 with a knee injury. A strong spring season with victory at the Tour of the Basque Country, second place at Paris–Nice and a top-ten placing at the Giro d'Italia made it seem that Roche was finding his form again."
1989,"Several other riders were named as favourites for a high place in the general classification. Charly Mottet (RMO), fourth overall in 1987, had won the Critérium du Dauphiné Libéré shortly before the Tour started and was ranked number one in the UCI Road World Rankings, a position that had been held by Sean Kelly (PDM–Concorde) for five straight years. Kelly had never been a strong contender for the general classification, despite an overall victory at the 1988 Vuelta a España: next to targeting a high place in the overall rankings, Kelly hoped to secure a record-breaking fourth win in the points classification. Kelly's PDM squad also had two talented Dutch riders in their ranks with hopes of a high finish: Steven Rooks, who had been second the year before, and Gert-Jan Theunisse. Since PDM had elected not to start either the Giro d'Italia or the Vuelta a España earlier in the season, the team hoped that their riders, without an additional three-week race in their legs, would be fresher than their rivals. Other favourites included Erik Breukink (Panasonic–Isostar), Andy Hampsten (7-Eleven), Steve Bauer (Helvetia–La Suisse), Fabio Parra (Kelme) and Robert Millar (Z–Peugeot).[d]"
1989,"According to Sports Illustrated, Greg LeMond's ""name was never mentioned among the pre-race favorites"". LeMond had finished every Tour he had entered up to this point on the podium, including the first-ever victory for an American rider in 1986.  His career was interrupted when he was accidentally shot by his brother-in-law in a hunting accident on Easter of 1987.  About 60 pellets hit his body; his life was saved by emergency surgery, but LeMond struggled to return to professional cycling, leaving the successful PDM team at the end of 1988 and joining the relatively small ADR team. His team was not considered strong enough to help him during stage races, and ADS's financial troubles meant that, LeMond had not been paid by his team in 1989 before the Tour started. Even the fee for late entry into the Tour was secured only when LeMond arranged additional sponsorship. With poor performances at both the inaugural Tour de Trump and the Giro d'Italia, LeMond's chances at the Tour de France looked slim. However, he had placed second in the final time trial at the Giro, taking more than a minute out of eventual winner Fignon. This led to Super U's team manager Cyrille Guimard commenting to Fignon: ""LeMond will be dangerous at the Tour."""
1989,"The route of the 1989 Tour was unveiled in October of 1988. With a distance of 3,285 km (2,041 mi), it was the shortest edition of the Tour in more than eighty years. The race started on 1 July with a prologue time trial, followed by 21 stages. On the second day of the race, two stages were held: a plain road stage followed by a team time trial.  There was a transfer from Wasquehal to Dinard on a rest day between stages 4 and 5, and a second transfer between L'Isle d'Abeau and Versailles after the finish of the penultimate stage. The second rest day was after the mountain time trial stage 15. The race lasted 23 days, including the two rest days, and ended on July 23."
1989,"The race started outside France, in Luxembourg, and passed through the Wallonia region of Belgium, before taking an anti-clockwise route through France, starting in the northwest in Brittany before visiting the Pyrenees and then the Alps. The race consisted of seven mountain stages, two in the Pyrenees and five in the Alps. The highest point of the race was the Col du Galibier at 2,645 m (8,678 ft). In total there were five time trials including the prologue. Defending champion Delgado pointed to stage 17 up the L'Alpe d'Huez, one of the most prominent mountain-top finishes of the Tour, as the stage most likely to decide the outcome of the race. Unusually, the last of the time trials was held on the last stage of the race, finishing on the Champs-Élysées. This had been the idea of former race director Jean-François Naquet-Radiguet, who had taken over the position from Jacques Goddet and Félix Lévitan in May of 1987. Naquet-Radiguet was unpopular in France and was replaced by Jean-Marie Leblanc before the 1989 route was announced, but the final-day time trial remained. It was the first time that the Tour ended with a time trial since 1968, when Jan Janssen overcame a 16-second deficit to Herman Van Springel to win the Tour by 38 seconds, the smallest margin up to 1989."
1989,"The opening prologue time trial in Luxembourg City was won by Breukink, with the second to fourth places taken by Fignon, Kelly, and, surprisingly, LeMond, all six seconds slower. The dominant story of the day however was defending champion Delgado. Having warmed up away from the crowd a few hundred yards from the start ramp, he missed his start time with his team unable to find him. He eventually left 2:40 minutes after his designated start, with what time he missed being added on. He eventually finished last on the stage, 2:54 minutes down on Breukink. Though he had conceded only a third of his winning margin from the previous year's Tour, and was therefore still not to be counted out, riders such as Laurent Fignon felt that ""victory in the Tour was already a distant memory for him"" at this stage."
1989,"Delgado would lose even more time on the second day of the race. On the first stage, Acácio da Silva (Carrera Jeans–Vagabond) won from a breakaway group to become the first Portuguese rider to wear the yellow jersey. Delgado attacked from the peloton (the main field) on the final steep climb before the finish, but his efforts were brought back. In the team time trial in the afternoon, Delgado fell further back, as he struggled to keep up and his Reynolds team finished last on the stage. He was still in last place on the general classification, almost ten minutes behind the yellow jersey. The race lead was retained by da Silva, but the victory went to Fignon's Super U team. Fignon was now in third place, having taken 51 seconds out of LeMond, whose ADR squad finished fifth."
1989,"The third stage, finishing at the racing circuit of Spa-Francorchamps, was won by Raúl Alcalá (PDM–Concorde), who got the best of a five-man breakaway group up the climb to the line. Da Silva retained the jersey and would do so the next day as well. The fourth stage, which contained cobbled sections, was won by Jelle Nijdam (Superconfex–Yoko–Opel–Colnago). He rode away from the peloton 1.5 km (0.93 mi) before the finish and held on with three seconds in hand at the line."
1989,"In the stage 5 time trial, LeMond won both the time trial and the yellow jersey, taking the lead in the tour by five seconds ahead of Fignon. Delgado placed second on the stage, 24 seconds behind, with Fignon in third a further 32 seconds behind. LeMond's surprising victory was aided by the use of aerodynamic elbow-rest handlebars, formerly seen in triathlon events, which allowed him a more aerodynamic position on the bike. The 7-Eleven team had used them at the Tour de Trump earlier in the year and LeMond adopted their use for the two flat time trials in the Tour de France to great effect.[e] Fignon and his team director Guimard felt that the tribars were not within the regulations, since they only allowed three support points for the rider on the bike. However, they did not issue a complaint, a fact lamented by Fignon in his 2010 autobiography.[f] Delgado rode a strong time trial, supported by favourable weather conditions as he competed in the dry, while later starters had to get through the rain. Sean Kelly meanwhile lost more than five minutes to LeMond, having to throw up after about 20 km (12 mi) of the stage."
1989,"Stage 6, the longest of the race, proved unremarkable to the main classifications, but produced a human interest story: French domestique Joël Pelier (BH) had never been watched in his professional career by his mother, who was dedicated to caring for Pelier's severely disabled sibling. Unbeknownst to Pelier, his parents were waiting for him at the finish line, with his brother in a residential home for the week. Pelier, spurred on by his team manager, attacked with 180 km (110 mi) of the windy and wet stage remaining. He held an advantage of up to 25 minutes at one point, but suffered during the later part. Eventually, he won the stage one-and-a-half minutes ahead of the field and had a teary reunion with his parents. It was then the second-longest breakaway in Tour de France history after Albert Bourlon's in 1947, and has since been surpassed by Thierry Marie."
1989,"The next two stages were relatively uneventful. Stage 7 was won by Etienne De Wilde (Histor–Sigma) from a group of four riders who were slightly clear of the field. The next day, a four-man breakaway stayed clear of the peloton, with Martin Earley (PDM–Concorde) taking victory. Fignon put in an attack during the stage, but was brought back."
1989,"The race entered the high mountains for the first time on the next two stages, as the Tour visited the Pyrenees. On stage 9 from Pau to Cauterets, future five-time Tour winner Miguel Induráin attacked on the bottom of the Col d'Aubisque and led the race for the rest of the day. He was followed by two riders of the BH team, Anselmo Fuerte and Javier Murguialday. At one point Induráin was more than six minutes ahead of the group containing the race favourites; he slowed during the final ascent at Cauterets, but held on to the stage win ahead of Fuerte by 27 seconds. Behind them, Mottet attacked from the peloton, with Delgado following and soon overtaking him. Delgado finished third on the stage and regained 27 seconds on Fignon and LeMond. It was on this stage that Fignon started to complain about LeMond riding too defensively for strategic reasons, accusing him of not putting any work in to counter attacks. He later wrote in his autobiography: ""All he did was sit tight and take advantage of the work I put in. To be honest, it was extremely frustrating."" LeMond defended his tactics, claiming that as the leader it was not for him to push. Former race winner Stephen Roche hit his already injured knee on his handlebars on the descent of the Col de Marie-Blanque, reaching the finish under extreme pain many minutes behind the other favourites. He did not start the next stage."
1989,"The second Pyrenean stage ended at the ski resort of Superbagnères. Robert Millar and Charly Mottet attacked on the approach to the climb of the Col du Tourmalet. Behind them, Fignon suffered a weak moment on the climb and allegedly held on to a photographer riding on a motorcycle, without the race directors handing out any punishment for the offence.[g] Delgado attacked towards the end of the climb and reached Millar and Mottet after the descent of the Tourmalet. Together, they reached Superbagnères, where Delgado was provoked by an over-enthusiastic spectator and threw a bidon at him. He then attacked but was recaptured by Millar, who took the stage victory. Mottet was third, 19 seconds down. Rooks and Theunisse led the next group, containing Fignon, into the finish. Fignon attacked LeMond within the final kilometre of the stage, taking twelve seconds on the overall classification and with it the yellow jersey. The order in the overall standings after these two mountain stages was Fignon ahead of LeMond by seven seconds, followed by Mottet a further 50 seconds behind. Delgado had moved up to fourth, now within three minutes of Fignon."
1989,"Stage 11 from Luchon to Blagnac had a flat profile. Rudy Dhaenens (PDM–Concorde) attacked from a six-man breakaway just as it was caught by the peloton. With just a couple of hundred metres left and the stage win almost certainly in his hands, Dheanens misjudged his speed going through a corner and crashed, allowing the rest of the field to pass him. Mathieu Hermans won the stage for the Paternina team in a sprint finish. During the course of the stage, pre-race favourite Fabio Parra abandoned, as did his only remaining teammate, José Roncancio, meaning that the Kelme squad was entirely out of the race. Stage 12 was interrupted by an ecologists' protests against a new waste plant, which aided a breakaway by Valerio Tebaldi (Chateau d'Ax) and Giancarlo Perini (Carrera Jeans–Vagabond). A crash in the peloton, impacting about 30 riders, further hindered the field. Tebaldi won the two-man sprint to take the stage. His 21-minute advantage was the highest ever margin between a stage winner and the main field."
1989,"Stage 13 was held on the Bastille Day bicentenary, the two-hundredth anniversary of the Storming of the Bastille during the French Revolution and France's main national holiday. The PDM team, on the insistence of their team director, attacked in the feed zone of the stage, thereby violating the unwritten rules of the field. They were brought back, but the acceleration split the peloton into two parts. Fignon attacked from the first group with Charly Mottet. Both stayed out ahead for about an hour before being recaptured. Then, two other riders broke free, Vincent Barteau (Super U–Raleigh–Fiat) and Jean-Claude Colotti (RMO). Barteau left Colotti behind on the hills around the finishing city of Marseille and went on to win the stage. Delgado was handed a ten-second time penalty for illegally accepting food outside the feed zone, while pre-race favourite Erik Breukink retired from the race about 30 km (19 mi) from the finish."
1989,"The next stage saw a repeat of Jelle Nijdam's stage 4 exploits: he again broke free of the field shortly before the finish line and held off his pursuers to take victory. The day's breakaway, which included Luis Herrera (Café de Colombia), a pre-race favourite who had so far disappointed, was caught within the last 1.5 km (0.93 mi) of the stage."
1989,"The following five stages took the riders through the Alps. The first of these, stage 15, was an individual time trial to the ski station at Orcières-Merlette. Induráin set an early standard with a time of 1:11:25 hours, only to be outdone six minutes later by Rooks, who improved on Induráin's time by 43 seconds. Theunisse was fastest up the second of the two climbs of the course, gathering more points in the King of the Mountains competition to move clear of rival Robert Millar. Of the true contenders for the overall victory, Delgado set the fastest times at all the check points, but slowed on the last climb to eventually finish the stage fourth, 48 seconds down on Rooks. He attributed his time loss to a worsening callus that would influence him for the remainder of the race. Behind Rooks, Marino Lejarreta (Paternina) was second fastest, moving into the top five overall. Greg LeMond meanwhile took back the yellow jersey from Fignon, finishing fifth on the stage, just nine seconds slower than Delgado. His advantage over Fignon at this stage was 40 seconds."
1989,"The day after the second rest day, on the stage from Gap to Briançon, the riders faced the climbs of the Col de Vars and the Col d'Izoard. On the first of these climbs, Fignon and Mottet dropped back from the group of favourites, while LeMond stayed close to Delgado. Fignon and Mottet got back to the group on the descent, only for Delgado to attack on the climb of the Izoard. He was joined by LeMond, Theunisse and Mottet, while Fignon fell back once again. LeMond attacked after the descent, but on the slightly rising road towards the finish, Delgado made contact again to finish within the same time. Fignon meanwhile lost 13 seconds on LeMond. The two were now separated by 53 seconds in the general classification, the widest the margin would be the entire Tour. Up ahead, Pascal Richard (Helvetia–La Suisse) won the stage from a breakaway."
1989,"Stage 17, which finisehd at Alpe d'Huez, one of the most famous climbs in cycling, was expected to be the decisive part of the race overall. Gert-Jan Theunisse, wearing the polka-dot jersey as leader of the King of the Mountains competition, attacked on the first climb, the Col du Galibier. He was joined by two more riders, Franco Vona (Chateau d'Ax) and Laurent Biondi (Fagor–MBK) before the ascent of the Col de la Croix de Fer, but rode away from his breakaway companions before he reached the summit. At Bourg d'Oisans, the village before the climb to Alpe d'Huez starts, he led the group of favourites by more than four minutes and held on to win the stage by over a minute. Behind him, the battle for the yellow jersey intensified. Fignon, LeMond and Delgado entered the climb together and Fignon instantly attacked at the first hairpin bend. LeMond stuck to his wheel, but Guimard, knowing LeMond well from their days together at the Renault team, saw that he was struggling. He drew his team car level with Fignon and ordered him to attack again with 4 km (2.5 mi) to go to the finish line. LeMond fell back and only Delgado was able to keep up with Fignon. The two reached the finish together, 1:19 minutes ahead of LeMond. Fignon thus regained the yellow jersey, with an advantage of 26 seconds over LeMond."
1989,"The following stage to Villard-de-Lans featured a breakaway, including previous stage winners Millar and Richard. They were brought back once the race reached the Côte de Saint-Nizier climb, with only Luis Herrera left ahead of the peloton. As the field made contact with Herrera, Fignon attacked. LeMond, Delgado and Theunisse followed him but unwillingness to work together allowed Fignon to extend his advantage. He passed the summit of the climb 15 seconds clear of his pursuers and in the valley behind, a group containing Alcalá and Kelly caught up to the three chasers. Fignon started the final 3 km (1.9 mi) climb up to the finish with a margin of 45 seconds. He took the stage win, but his advantage was reduced to 24 seconds by the time LeMond crossed the line, meaning that the difference between the two was now 50 seconds in the overall standings."
1989,"Stage 19 was the last one in the Alps and finished in Aix-les-Bains. Already by the second climb of the day, the Col de Porte, the top-four riders on the general classification, Fignon, LeMond, Delgado and Theunisse, joined by seventh-placed Lejarreta, had pulled clear. Behind, Mottet, sitting fifth overall, was struggling and would relinquish his position to Lejarreta by the end of the stage. On the race's last climb, the Col du Granier, LeMond attacked repeatedly, but Fignon followed him every time. Going into the town of Chambéry, sight of the World Championships one month later, Lejarreta misjudged a roundabout and crashed, taking all riders with him but Delgado, who waited for the others to remount and join him. The five riders settled the stage win in a sprint finish, with LeMond taking the honours, although the difference between him and Fignon in the overall standings remained at 50 seconds."
1989,"With the final-stage time trial to Paris looming ahead, the field took a steady pace on stage 20 from Aix-les-Baines to L'Isle d'Abeau. Fignon put in a less-than-serious attack, but was quickly brought back. In the run-in to the finish, Phil Anderson (TVM–Ragno) attacked, but was recaptured. Then, about 275 m (301 yd) from the line, Nijdam attempted to go for a third stage win, but was beaten to the line by Giovanni Fidanza (Chateau d'Ax), with Sean Kelly taking third."
1989,"After stage 19, Fignon had developed saddle sores, which gave him pain and made it impossible to sleep the night before the time trial. He was however still confident that he would not lose his 50-second advantage on LeMond during the 24.5 km (15.2 mi) from Versailles to the Champs-Élysées. In the final-day time trial, LeMond again opted for the aerodynamic handlebars, tear-drop helmet, and a rear disc wheel. Fignon meanwhile used two disc wheels, but ordinary handlebars and was bareheaded, his ponytail moving in the wind. When Fignon reached the half-distance time check, LeMond had taken 21 seconds out of his lead. LeMond finished with a time of 26:57 minutes, the fastest-ever time trial in the history of the Tour, at 54.545 km/h (33.893 mph). As LeMond collapsed on the floor from exhaustion, Fignon made his way to the finish. He ended with a time of 27:55 minutes. With an average speed of 52.66 km/h (32.72 mph), it was the fastest time trial he had ever ridden. Nevertheless, he finished third on the stage, 58 seconds down on LeMond, and therefore lost the race by the slight margin of eight seconds. A November 1989 Bicycling Magazine article, supported by wind-tunnel data, estimated that LeMond may have gained one minute on Fignon through the use of the new aerobars. As of  2018[update], eight seconds is still the smallest winning margin in Tour de France history. Further down the classification, Millar lost ninth place to Sean Kelly during the final-day time trial. Mathieu Hermans became the first-ever stage winner to finish the Tour de France in last place. He had already been the lanterne rouge in the 1987 Tour. Of the 198 startes, 138 reached the finish of the last stage in Paris."
1989,"LeMond's unexpected Tour victory resulted in significant media attention, with sports writer Nige Tassell describing it in 2017 as ""now the biggest sports story of them all"". Not only had LeMond overcome a significant time deficit, he had also won the Tour after coming back from a near-fatal hunting accident. Due to its small margin of victory and exciting racing, the 1989 Tour has repeatedly been named as one of the best editions in the race's history. In 2009, journalist Keith Bingham called it ""the greatest Tour of them all"", while Cyclingnews.com in 2013 described it as ""arguably the best [Tour] there’s ever been"". American media, traditionally not overly interested in cycling, made his victory headline news and TV broadcasters interrupted their regular programming to break the news.Sports Illustrated, who named LeMond their Sportsperson of the Year, called it a ""heroic comeback"". A month after the Tour, LeMond also won the Road World Championship race in Chambéry, with Fignon coming in sixth. Due to LeMond's overall victory, ADR received the largest share of the prize money, at £185,700, followed by £129,000 for PDM and £112,700 for Super U. However, ADR became the lowest-ranked team in the history of the Tour to include the overall winner, placing 17th in the team classification. Apart from LeMond, only three other ADR riders finished the race, all more than two hours behind him."
1989,"Still not having been paid by ADR, LeMond left the team and agreed to join Z–Tomasso for 1990. With a three-year contract worth $5.5 million, he became the highest-paid cyclist in the history of the sport. He would go on to win a third Tour the following year, before finishing seventh in 1991 and retiring in 1994. Fignon on the other hand struggled with the disappointment of losing the Tour by such a small margin and the ridicule directed at him because of it. In 2016, his wife revealed that he did not set foot on the Champs-Élysées for the rest of his life, even though he lived in Paris. He continued his career, without much success, never coming close to winning the Tour again. A sixth-place finish in 1991 was followed by 23rd overall the following year. He retired in 1993, having won his last Tour stage in 1992. He passed away in 2010 following a short battle with cancer."
1989,"There were several classifications in the 1989 Tour de France. The most important was the general classification, calculated by adding each cyclist's finishing times on each stage. The cyclist with the least accumulated time was the race leader, identified by the yellow jersey; the winner of this classification is considered the winner of the Tour. Just as in the three previous editions of the Tour, no time bonuses were awarded at the finish of each stage. However, during the first half of the race, the first three riders crossing an intermediate sprint were given 6, 4, and 2 bonus seconds respectively. LeMond won the general classification. Fignon spent the most stages as leader with nine ahead of LeMond's eight. In all, during the race the leader changed seven times. The only other two riders to lead the general classification in 1989 were Breukink for one day after the prologue and then da Silva for the four days subsequent to Breukink. Delgado wore the yellow jersey on the prologue as the winner of the previous edition."
1989,"Additionally, there was a points classification, where cyclists were given points for finishing among the best in a stage finish, or in intermediate sprints. The cyclist with the most points led the classification, and was identified with a green jersey. High finishes on flat stages awarded more points, 45 for the winner down to one point for 25th place. In mountain stages and time trials, 15 points were given to the winner down to one point for 15th. The first three riders across intermediate sprints received points; 4, 2, and 1 respectively. Sean Kelly won this classification for a record fourth time, a record since broken by both Erik Zabel and Peter Sagan."
